"","hostID","time_disc","sample_name","group","genotype","diseased","PC1","PC2","PC3"
"237","sub37",0,"11953.WT3.tp00","healthy wild type","WT","no",52.9668419406351,0,46.7368833368723
"238","sub37",18,"11953.WT3.tp12","healthy wild type","WT","no",55.9451820190551,1.07660405953972,7.35778543325669
"239","sub37",25,"11953.WT3.tp20","healthy wild type","WT","no",60.3669471078204,8.4431603081861,4.14533751067072
"240","sub37",34,"11953.WT3.tp28","healthy wild type","WT","no",57.74830214298,8.9238027857058,0
"241","sub37",43,"11953.WT3.tp36","healthy wild type","WT","no",61.2828024904591,8.26566139750807,0
"242","sub37",51,"11953.WT3.tp44","healthy wild type","WT","no",59.9961803172804,8.22857673635099,0
"243","sub37",60,"11953.WT3.tp52","healthy wild type","WT","no",55.2060466524228,5.05690057678594,0
"244","sub37",68,"11953.WT3.tp60","healthy wild type","WT","no",56.4740459154595,7.71480819860415,0
"245","sub38",0,"11953.WT12.tp00","healthy wild type","WT","no",45.973554092039,0,37.81851121032
"246","sub38",16,"11953.WT12.tp12","healthy wild type","WT","no",57.4792184205028,10.2481739737099,1.75256584315495
"247","sub38",26,"11953.WT12.tp20","healthy wild type","WT","no",54.455491647853,5.34215053379061,0
"248","sub38",35,"11953.WT12.tp28","healthy wild type","WT","no",56.3972323772898,6.68416861323974,0.07859129542326
"249","sub38",43,"11953.WT12.tp36","healthy wild type","WT","no",53.1915464842057,5.70082896636635,0
"250","sub38",51,"11953.WT12.tp44","healthy wild type","WT","no",52.0747988755614,5.67525166524488,0
"251","sub38",60,"11953.WT12.tp52","healthy wild type","WT","no",47.9171134051637,3.4877457352496,0
"252","sub38",68,"11953.WT12.tp60","healthy wild type","WT","no",49.0176969131104,5.32090536176844,0
"253","sub39",0,"11953.WT11.tp00","healthy wild type","WT","no",46.1733781788363,0,28.8528897325579
"254","sub39",16,"11953.WT11.tp12","healthy wild type","WT","no",57.7290518857969,21.0359371290319,1.33708565999284
"255","sub39",26,"11953.WT11.tp20","healthy wild type","WT","no",54.6921824824977,10.9655771897442,0
"256","sub39",35,"11953.WT11.tp28","healthy wild type","WT","no",56.6423629894484,13.7202735890966,0.059959683980564
"257","sub39",4,"11953.WT11.tp04","healthy wild type","WT","no",13.5421127629752,51.1814292668401,18.742387411188
"258","sub39",43,"11953.WT11.tp36","healthy wild type","WT","no",53.4227435802636,11.7018192731201,0
"259","sub39",51,"11953.WT11.tp44","healthy wild type","WT","no",52.301142027314,11.6493179690144,0
"260","sub39",60,"11953.WT11.tp52","healthy wild type","WT","no",48.1253851739501,7.15912905040194,0
"261","sub39",68,"11953.WT11.tp60","healthy wild type","WT","no",49.2307523689265,10.9219682400815,0
"262","sub39",78,"11953.WT11.tp68","healthy wild type","WT","no",46.512571743446,9.19393045137419,0
"263","sub39",87,"11953.WT11.tp76","healthy wild type","WT","no",43.0581555443451,8.37762668200627,0
"264","sub4",0,"11953.L452.tp0","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",56.0456063810785,0,31.7892791954807
"265","sub4",13,"11953.L452.tp12","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",59.1156981249787,-7.83700680969985,0.304471377193246
"266","sub4",21,"11953.L452.tp20","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",53.5356021442033,-14.5928731805305,0
"267","sub4",32,"11953.L452.tp28","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",58.5512598624099,-11.2285110514519,1.14870203843171
"268","sub4",40,"11953.L452.tp36","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",57.3435426552509,-11.0958833678069,0.26706735312949
"269","sub40",0,"11953.L245.tp0","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",54.5179513856486,0,37.7095249941029
"270","sub40",13,"11953.L245.tp12","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",57.504360548668,-12.8811537334415,0.361174310925864
"271","sub40",21,"11953.L245.tp20","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",52.076363225583,-23.9853106441575,0
"272","sub40",32,"11953.L245.tp28","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",56.9553073802591,-18.4555380087692,1.36262945638527
"273","sub40",40,"11953.L245.tp36","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",55.7805093498869,-18.2375469282681,0.316804384459813
"274","sub40",48,"11953.L245.tp40","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",58.1303148901597,-13.6541407651402,0
"275","sub41",0,"11953.I331.tp0","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",48.8044763712292,0,36.6437664533949
"276","sub41",13,"11953.I331.tp12","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",51.4779101985643,-19.4575410558778,0.350966688140539
"277","sub41",26,"11953.I331.tp20","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",57.8087078082032,-9.66983889687419,0
"278","sub41",34,"11953.I331.tp28","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",53.2101885661692,-11.1407257183351,0
"279","sub41",43,"11953.I331.tp36","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",56.4669324529575,-10.3190835478537,0
"280","sub41",52,"11953.I331.tp40","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",52.6112075640452,-3.37989052645434,0
"281","sub41",60,"11953.I331.tp44","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",50.8677146056188,-6.31317653064951,0
"282","sub41",70,"11953.I331.tp52","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",53.7341227253107,-5.00651133064989,0
"283","sub42",0,"11953.L222.tp0","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",50.764775734953,0,39.5653964462994
"284","sub42",12,"11953.L222.tp12","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",55.3941191269792,0,2.5937554973655
"285","sub42",22,"11953.L222.tp20","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",52.1642010814314,-7.66082476323431,0
"286","sub43",0,"11953.WT2.tp00","healthy wild type","WT","no",52.6488320525343,0,40.5732936349185
"287","sub43",18,"11953.WT2.tp12","healthy wild type","WT","no",55.6092903475525,0.121927088411352,6.38745178480333
"288","sub43",25,"11953.WT2.tp20","healthy wild type","WT","no",60.0045074117506,0.956201069692739,3.59865665033754
"289","sub43",34,"11953.WT2.tp28","healthy wild type","WT","no",57.4015846414329,1.01063457970184,0
"290","sub43",43,"11953.WT2.tp36","healthy wild type","WT","no",60.9148640510797,0.936099041297629,0
"291","sub43",51,"11953.WT2.tp44","healthy wild type","WT","no",59.6359666838047,0.93189914559824,0
"292","sub43",60,"11953.WT2.tp52","healthy wild type","WT","no",54.8745927073661,0.572701875169224,0
"293","sub43",68,"11953.WT2.tp60","healthy wild type","WT","no",56.1349789753859,0.873714057617417,0
"294","sub44",0,"11953.L833.tp0","predisposed, remained healthy","Pax5+/-","no",57.046336677295,0,36.6664704996605
"295","sub44",12,"11953.L833.tp12","predisposed, remained healthy","Pax5+/-","no",62.2485084176993,0,2.40371304143421
"296","sub44",21,"11953.L833.tp20","predisposed, remained healthy","Pax5+/-","no",54.4915147027653,-9.12752022684822,0
"297","sub44",29,"11953.L833.tp28","predisposed, remained healthy","Pax5+/-","no",58.0176696330846,-7.56022600880132,8.7221670217082
"298","sub44",38,"11953.L833.tp36","predisposed, remained healthy","Pax5+/-","no",59.9638020518077,-2.70089379888957,0.607057518294449
"299","sub44",47,"11953.L833.tp40","predisposed, remained healthy","Pax5+/-","no",57.2747572682969,-3.37351336134811,4.92959025937242
"300","sub44",55,"11953.L833.tp44","predisposed, remained healthy","Pax5+/-","no",50.0273916219411,-1.88557495578314,0
"301","sub44",65,"11953.L833.tp52","predisposed, remained healthy","Pax5+/-","no",55.4123574392632,-1.84475122303767,0
"302","sub44",82,"11953.L833.tp68","predisposed, remained healthy","Pax5+/-","no",49.0260341548812,0,0
"303","sub5",0,"11953.L220.tp0","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",54.2244177796256,0,43.9819043723338
"304","sub5",12,"11953.L220.tp12","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",59.1692529827828,0,2.88328480178832
"305","sub5",22,"11953.L220.tp20","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",55.7192145858803,-8.01738584490337,0
"306","sub6",0,"11953.L846.tp0","predisposed, remained healthy","Pax5+/-","no",53.6514428147473,0,35.0444704514412
"307","sub6",13,"11953.L846.tp12","predisposed, remained healthy","Pax5+/-","no",56.5903859767487,-9.01085714429668,0.335648949941438
"308","sub6",24,"11953.L846.tp20","predisposed, remained healthy","Pax5+/-","no",56.8228580316288,-3.52072844670579,0
"309","sub6",32,"11953.L846.tp28","predisposed, remained healthy","Pax5+/-","no",56.0500594619322,-12.9103510414922,1.2663280093829
"310","sub6",40,"11953.L846.tp36","predisposed, remained healthy","Pax5+/-","no",54.8939336768759,-12.7578579864619,0.294414790210832
"311","sub6",49,"11953.L846.tp40","predisposed, remained healthy","Pax5+/-","no",53.3987869618039,-15.2484172153299,0
"312","sub6",58,"11953.L846.tp44","predisposed, remained healthy","Pax5+/-","no",53.1263149826335,-12.8598191443205,0
"313","sub7",0,"11953.L980.tp0","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",52.618184134247,0,46.0448032265443
"314","sub7",12,"11953.L980.tp12","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",57.4165436166976,0,3.01852053109232
"315","sub7",21,"11953.L980.tp20","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",50.2616771100277,-12.1135089351273,0
"316","sub8",0,"11953.I337.tp0","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",50.7214208393172,0,30.369327546776
"317","sub8",13,"11953.I337.tp12","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",53.4998619235098,-23.271174126587,0.290871363447404
"318","sub8",26,"11953.I337.tp20","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",60.0793208928993,-11.565104968761,0
"319","sub8",34,"11953.I337.tp28","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",55.3001808005284,-13.3242822072629,0
"320","sub8",43,"11953.I337.tp36","predisposed, developed pB-ALL","Pax5+/-","pB-ALL",58.6848432235238,-12.3416000705989,0
"321","sub9",0,"11953.L665.tp0","predisposed, remained healthy","Pax5+/-","no",54.0991121325253,0,27.2167344184335
"322","sub9",21,"11953.L665.tp20","predisposed, remained healthy","Pax5+/-","no",51.6762817015271,-24.5216081887349,0
"323","sub9",32,"11953.L665.tp28","predisposed, remained healthy","Pax5+/-","no",56.517742912075,-18.8681930652243,0.983473645742604
"324","sub9",40,"11953.L665.tp36","predisposed, remained healthy","Pax5+/-","no",55.3519703772892,-18.6453278314155,0.228652596281348
"325","sub9",48,"11953.L665.tp40","predisposed, remained healthy","Pax5+/-","no",57.6837233170431,-13.9594393820436,0
"326","sub9",57,"11953.L665.tp44","predisposed, remained healthy","Pax5+/-","no",56.7330566686816,-11.2184134137123,0
"327","sub9",66,"11953.L665.tp52","predisposed, remained healthy","Pax5+/-","no",52.023784803379,-10.4085304164644,0
